model,pair_label,pair_quality,joint_key,train_only_key,dataset,err_joint,err_train_only,err_inductive,near_perfect_base,n_common_folds,total_vs_inductive_pct,train_only_vs_inductive_pct,additive_test_time_premium_pct,direct_test_time_premium_pct,absolute_joint_minus_train_only_improvement,absolute_total_improvement,dataset_family,domain_auc,mean_ks,shift_bin,source_id,source_dataset
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,HR_Analytics_Job_Change_of_Data_Scientists,0.19752576838332384,0.1973727683466268,0.19807157913220882,False,3,0.27556237562011443,0.35280719659209453,-0.07724482097198007,-0.07751831115240239,-0.00015300003669704854,0.0005458107488849895,TabArena_IID,0.5006432616140332,0.0155574144065088,DAUC < 0.55,source::HR_Analytics_Job_Change_of_Data_Scientists,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,Is-this-a-good-customer,0.27422601410813585,0.2741212945535146,0.2816658347110213,False,3,2.64136422882755,2.678542878743933,-0.03717864991638303,-0.038201904303653104,-0.0001047195546212687,0.00743982060288545,TabArena_IID,0.5089344102652231,0.0467264045771018,DAUC < 0.55,source::Is-this-a-good-customer,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,MIC,0.15811434313348596,0.1605077874431808,0.17328258022548715,False,3,8.753469086311641,7.3722313954945164,1.381237690817123,1.4911702091352537,0.0023934443096948477,0.015168237092001186,TabArena_IID,0.5315440298650391,0.1023684174323937,DAUC < 0.55,source::MIC,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,Marketing_Campaign,0.08912336259684346,0.08913282087401826,0.09077602790089785,False,3,1.8205966291658418,1.8101772735347201,0.010419355631121754,0.010611441534167682,9.458277174800855e-06,0.0016526653040543904,TabArena_IID,0.4893010633270867,0.0318521792685864,DAUC < 0.55,source::Marketing_Campaign,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,NATICUSdroid,0.015374123980250199,0.015374123980250199,0.015374123980250199,True,3,,,,,0.0,0.0,TabArena_IID,0.4909448935914827,0.0,DAUC < 0.55,source::NATICUSdroid,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,QSAR-TID-11,0.7712617761086863,0.7712617761086863,0.7712617761086863,False,3,0.0,0.0,0.0,0.0,0.0,0.0,TabArena_IID,0.5050515529554785,0.0053456712564641,DAUC < 0.55,source::QSAR-TID-11,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,QSAR_fish_toxicity,0.8879213450978166,0.8879213450978166,0.8879213450978166,False,3,0.0,0.0,0.0,0.0,0.0,0.0,TabArena_IID,0.4678368023195609,0.045171150688392,DAUC < 0.55,source::QSAR_fish_toxicity,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,SDSS17,0.006974540787763134,0.006963950390571467,0.006966283496635968,True,3,,,,,-1.0590397191667135e-05,-8.257291127166007e-06,TabArena_IID,0.503639075,0.0056937685466399,DAUC < 0.55,source::SDSS17,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,airfoil_self_noise,1.5161335201439055,1.5279688485455454,1.5191985317946408,False,3,0.2017518834167539,-0.5772989222510714,0.7790508056678253,0.7745791684762307,0.011835328401639922,0.003065011650735361,TabArena_IID,0.5474124587140708,0.0529488504762273,DAUC < 0.55,source::airfoil_self_noise,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,anneal,0.0034643792375857667,0.0034327166410603005,0.005311829229791567,True,3,,,,,-3.1662596525466186e-05,0.0018474499922058007,TabArena_IID,0.43732935660019,0.0336531517590013,DAUC < 0.55,source::anneal,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,bank-marketing,0.23779619652407832,0.23779619652407832,0.23769053892853007,False,3,-0.04445174638609753,-0.04445174638609753,0.0,0.0,0.0,-0.0001056575955482586,TabArena_IID,0.4965386712119099,0.0053437601561689,DAUC < 0.55,source::bank-marketing,
